Date,Time,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,Non-volatile PM10 (Hourly measured),Status,Volatile PM10 (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Non-volatile PM2.5 (Hourly measured),Status,Volatile PM2.5 (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status
30/03/2020,03:00:00,0.94696,P ugm-3,20.50306,P ugm-3,21.95504,P ugm-3,7.575,P ugm-3 (FIDAS),No data,,No data,,3.679,P ugm-3 (Ref.eq),No data,,No data,,292.1,N deg,2.5,N ms-1,-1.1,N degC
30/03/2020,04:00:00,0.9154,P ugm-3,18.25837,P ugm-3,19.66196,P ugm-3,7.825,P ugm-3 (FIDAS),No data,,No data,,4.08,P ugm-3 (Ref.eq),No data,,No data,,298.5,N deg,2.7,N ms-1,-0.3,N degC
30/03/2020,05:00:00,12.37362,P ugm-3,36.45166,P ugm-3,55.42428,P ugm-3,9.725,P ugm-3 (FIDAS),No data,,No data,,4.788,P ugm-3 (Ref.eq),No data,,No data,,298.7,N deg,2.5,N ms-1,1.2,N degC
30/03/2020,06:00:00,19.98088,P ugm-3,52.1092,P ugm-3,82.74611,P ugm-3,12.575,P ugm-3 (FIDAS),No data,,No data,,5.118,P ugm-3 (Ref.eq),No data,,No data,,296.9,N deg,2.6,N ms-1,0.9,N degC
30/03/2020,07:00:00,4.64011,P ugm-3,35.77078,P ugm-3,42.88552,P ugm-3,9.525,P ugm-3 (FIDAS),No data,,No data,,4.34,N ugm-3 (Ref.eq),No data,,No data,,301.7,N deg,2.7,N ms-1,1.2,N degC
30/03/2020,08:00:00,15.15138,P ugm-3,49.65895,P ugm-3,72.89074,P ugm-3,12.825,P ugm-3 (FIDAS),No data,,No data,,5.425,P ugm-3 (Ref.eq),No data,,No data,,302.6,N deg,3,N ms-1,4.1,N degC
30/03/2020,09:00:00,17.866,P ugm-3,49.30213,P ugm-3,76.69628,P ugm-3,18.575,P ugm-3 (FIDAS),No data,,No data,,7.311,P ugm-3 (Ref.eq),No data,,No data,,320.3,N deg,3.6,N ms-1,6.4,N degC
30/03/2020,10:00:00,14.29911,P ugm-3,25.54668,P ugm-3,47.47168,P ugm-3,15.9,N ugm-3 (FIDAS),No data,,No data,,4.788,P ugm-3 (Ref.eq),No data,,No data,,346.3,N deg,4,N ms-1,7.9,N degC
30/03/2020,11:00:00,7.07064,P ugm-3,15.65092,P ugm-3,26.49242,P ugm-3,11.925,P ugm-3 (FIDAS),No data,,No data,,3.16,P ugm-3 (Ref.eq),No data,,No data,,354.1,N deg,3.9,N ms-1,8.9,N degC
30/03/2020,12:00:00,11.48979,P ugm-3,26.09749,P ugm-3,43.71493,P ugm-3,15.5,N ugm-3 (FIDAS),No data,,No data,,3.373,P ugm-3 (Ref.eq),No data,,No data,,355.2,N deg,3.5,N ms-1,8.6,N degC
30/03/2020,13:00:00,12.97337,P ugm-3,28.89677,P ugm-3,48.78898,P ugm-3,9.325,P ugm-3 (FIDAS),No data,,No data,,2.453,P ugm-3 (Ref.eq),No data,,No data,,0.3,N deg,3.8,N ms-1,10.5,N degC
30/03/2020,14:00:00,5.17672,P ugm-3,12.40748,P ugm-3,20.34501,P ugm-3,4.75,P ugm-3 (FIDAS),No data,,No data,,1.25,P ugm-3 (Ref.eq),No data,,No data,,359.8,N deg,4.1,N ms-1,10.3,N degC
30/03/2020,15:00:00,4.95576,P ugm-3,10.94108,P ugm-3,18.53981,P ugm-3,5.3,N ugm-3 (FIDAS),No data,,No data,,1.722,P ugm-3 (Ref.eq),No data,,No data,,7.5,N deg,3.9,N ms-1,10.2,N degC
30/03/2020,16:00:00,4.76637,P ugm-3,10.06055,P ugm-3,17.36888,P ugm-3,5.65,P ugm-3 (FIDAS),No data,,No data,,1.792,P ugm-3 (Ref.eq),No data,,No data,,2.2,N deg,3.3,N ms-1,9.8,N degC
30/03/2020,17:00:00,5.99742,P ugm-3,13.63733,P ugm-3,22.83324,P ugm-3,5.85,P ugm-3 (FIDAS),No data,,No data,,1.415,P ugm-3 (Ref.eq),No data,,No data,,350.5,N deg,2.8,N ms-1,9,N degC
30/03/2020,18:00:00,5.08202,P ugm-3,15.18728,P ugm-3,22.97961,P ugm-3,6.025,P ugm-3 (FIDAS),No data,,No data,,1.816,P ugm-3 (Ref.eq),No data,,No data,,342.7,N deg,3.3,N ms-1,8,N degC
30/03/2020,19:00:00,5.23985,P ugm-3,21.48301,P ugm-3,29.51733,P ugm-3,6.975,P ugm-3 (FIDAS),No data,,No data,,2.075,P ugm-3 (Ref.eq),No data,,No data,,337.1,N deg,3.4,N ms-1,6.4,N degC
30/03/2020,20:00:00,4.0088,P ugm-3,17.27197,P ugm-3,23.41871,P ugm-3,5.475,P ugm-3 (FIDAS),No data,,No data,,1.816,P ugm-3 (Ref.eq),No data,,No data,,333.4,N deg,3.3,N ms-1,5.4,N degC
30/03/2020,21:00:00,2.65149,P ugm-3,18.37737,P ugm-3,22.44293,P ugm-3,7.05,P ugm-3 (FIDAS),No data,,No data,,3.113,P ugm-3 (Ref.eq),No data,,No data,,343.2,N deg,3.4,N ms-1,4.7,N degC
30/03/2020,22:00:00,1.48357,P ugm-3,12.26434,P ugm-3,14.53912,P ugm-3,5.55,P ugm-3 (FIDAS),No data,,No data,,2.264,P ugm-3 (Ref.eq),No data,,No data,,358,N deg,3.3,N ms-1,4.1,N degC
30/03/2020,23:00:00,4.32446,P ugm-3,15.51946,P ugm-3,22.1502,P ugm-3,4.775,P ugm-3 (FIDAS),No data,,No data,,2.241,P ugm-3 (Ref.eq),No data,,No data,,358.2,N deg,2.9,N ms-1,3.3,N degC
30/03/2020,24:00:00,3.56689,P ugm-3,26.82916,P ugm-3,32.29831,P ugm-3,4.925,P ugm-3 (FIDAS),No data,,No data,,2.052,P ugm-3 (Ref.eq),No data,,No data,,354.2,N deg,2.4,N ms-1,2.3,N degC
31/03/2020,01:00:00,0.84187,P ugm-3,17.11132,P ugm-3,18.40216,P ugm-3,5.35,P ugm-3 (FIDAS),No data,,No data,,2.288,P ugm-3 (Ref.eq),No data,,No data,,329.2,N deg,1.6,N ms-1,1.2,N degC
31/03/2020,02:00:00,0.54721,P ugm-3,16.97789,P ugm-3,17.81694,P ugm-3,3.55,P ugm-3 (FIDAS),No data,,No data,,2.123,P ugm-3 (Ref.eq),No data,,No data,,336.2,N deg,0.7,N ms-1,-0.1,N degC
31/03/2020,03:00:00,0.78925,P ugm-3,15.56636,P ugm-3,16.77653,P ugm-3,4.325,P ugm-3 (FIDAS),No data,,No data,,2.288,P ugm-3 (Ref.eq),No data,,No data,,275.8,N deg,1.3,N ms-1,-0.7,N degC
31/03/2020,04:00:00,3.09386,P ugm-3,20.22586,P ugm-3,24.96972,P ugm-3,6.975,P ugm-3 (FIDAS),No data,,No data,,2.995,P ugm-3 (Ref.eq),No data,,No data,,289,N deg,1.2,N ms-1,-1.3,N degC
31/03/2020,05:00:00,8.61862,P ugm-3,32.14012,P ugm-3,45.35516,P ugm-3,7.05,P ugm-3 (FIDAS),No data,,No data,,3.255,P ugm-3 (Ref.eq),No data,,No data,,320.2,N deg,1.6,N ms-1,-1.6,N degC
31/03/2020,06:00:00,10.73381,P ugm-3,46.06356,P ugm-3,62.52184,P ugm-3,13.25,P ugm-3 (FIDAS),No data,,No data,,3.774,P ugm-3 (Ref.eq),No data,,No data,,334.1,N deg,1.8,N ms-1,-2,N degC
31/03/2020,07:00:00,10.03927,P ugm-3,42.34914,P ugm-3,57.74248,P ugm-3,9.1,N ugm-3 (FIDAS),No data,,No data,,3.396,P ugm-3 (Ref.eq),No data,,No data,,325.5,N deg,1.8,N ms-1,-1.1,N degC
31/03/2020,08:00:00,15.5956,P ugm-3,49.72825,P ugm-3,73.64117,P ugm-3,10.1,N ugm-3 (FIDAS),No data,,No data,,4.009,P ugm-3 (Ref.eq),No data,,No data,,281.6,N deg,1.3,N ms-1,2.3,N degC
31/03/2020,09:00:00,19.19458,P ugm-3,42.25913,P ugm-3,71.69041,P ugm-3,15.85,P ugm-3 (FIDAS),No data,,No data,,4.67,P ugm-3 (Ref.eq),No data,,No data,,318.4,N deg,2.2,N ms-1,5.3,N degC
31/03/2020,10:00:00,11.55463,P ugm-3,27.39446,P ugm-3,45.11131,P ugm-3,11.5,N ugm-3 (FIDAS),No data,,No data,,3.42,P ugm-3 (Ref.eq),No data,,No data,,325.5,N deg,3.5,N ms-1,7.5,N degC
31/03/2020,11:00:00,10.0077,P ugm-3,25.66979,P ugm-3,41.01472,P ugm-3,6.35,P ugm-3 (FIDAS),No data,,No data,,2.005,P ugm-3 (Ref.eq),No data,,No data,,318.1,N deg,4,N ms-1,7.5,N degC
31/03/2020,12:00:00,6.28244,P ugm-3,16.21463,P ugm-3,25.84756,P ugm-3,5.925,P ugm-3 (FIDAS),No data,,No data,,1.91,P ugm-3 (Ref.eq),No data,,No data,,309.7,N deg,3.9,N ms-1,7.2,N degC
31/03/2020,13:00:00,10.0077,P ugm-3,24.01164,P ugm-3,39.35657,P ugm-3,6,N ugm-3 (FIDAS),No data,,No data,,2.052,P ugm-3 (Ref.eq),No data,,No data,,308.5,N deg,3.9,N ms-1,7.6,N degC
31/03/2020,14:00:00,12.75429,P ugm-3,23.55547,P ugm-3,43.11178,P ugm-3,6.575,P ugm-3 (FIDAS),No data,,No data,,1.722,P ugm-3 (Ref.eq),No data,,No data,,309,N deg,4.2,N ms-1,7.2,N degC
31/03/2020,15:00:00,10.22869,P ugm-3,27.1354,P ugm-3,42.81917,P ugm-3,7,N ugm-3 (FIDAS),No data,,No data,,1.557,P ugm-3 (Ref.eq),No data,,No data,,295.4,N deg,3.5,N ms-1,7.1,N degC
31/03/2020,16:00:00,7.22954,P ugm-3,24.32115,P ugm-3,35.40628,P ugm-3,6.525,P ugm-3 (FIDAS),No data,,No data,,2.099,P ugm-3 (Ref.eq),No data,,No data,,305.6,N deg,4.2,N ms-1,8.9,N degC
31/03/2020,17:00:00,7.32425,P ugm-3,29.49175,P ugm-3,40.7221,P ugm-3,7.475,P ugm-3 (FIDAS),No data,,No data,,2.099,P ugm-3 (Ref.eq),No data,,No data,,319.2,N deg,4.3,N ms-1,8.2,N degC
31/03/2020,18:00:00,5.01964,P ugm-3,23.12533,P ugm-3,30.822,P ugm-3,8.225,P ugm-3 (FIDAS),No data,,No data,,2.83,P ugm-3 (Ref.eq),No data,,No data,,301.1,N deg,3.4,N ms-1,7.1,N degC
31/03/2020,19:00:00,3.63055,P ugm-3,16.03789,P ugm-3,21.60466,P ugm-3,7.075,P ugm-3 (FIDAS),No data,,No data,,3.373,P ugm-3 (Ref.eq),No data,,No data,,310,N deg,3.3,N ms-1,6.1,N degC
31/03/2020,20:00:00,3.22014,P ugm-3,17.05733,P ugm-3,21.99481,P ugm-3,6.25,P ugm-3 (FIDAS),No data,,No data,,3.16,P ugm-3 (Ref.eq),No data,,No data,,300.4,N deg,2.9,N ms-1,4.6,N degC
31/03/2020,21:00:00,4.00939,P ugm-3,26.82018,P ugm-3,32.96783,P ugm-3,6.175,P ugm-3 (FIDAS),No data,,No data,,3.585,P ugm-3 (Ref.eq),No data,,No data,,287.1,N deg,2.8,N ms-1,3.7,N degC
31/03/2020,22:00:00,3.03072,P ugm-3,25.93111,P ugm-3,30.57815,P ugm-3,15.05,P ugm-3 (FIDAS),No data,,No data,,6.769,P ugm-3 (Ref.eq),No data,,No data,,277.9,N deg,2.6,N ms-1,2.9,N degC
31/03/2020,23:00:00,2.65188,P ugm-3,22.70801,P ugm-3,26.77417,P ugm-3,20.3,N ugm-3 (FIDAS),No data,,No data,,7.264,N ugm-3 (Ref.eq),No data,,No data,,281.5,N deg,2.8,N ms-1,2.8,N degC
31/03/2020,24:00:00,2.96758,P ugm-3,25.93039,P ugm-3,30.48062,P ugm-3,19.525,P ugm-3 (FIDAS),No data,,No data,,6.627,P ugm-3 (Ref.eq),No data,,No data,,279,N deg,2.8,N ms-1,2.9,N degC
01/04/2020,01:00:00,1.88966,P ugm-3,21.98865,P ugm-3,24.88609,P ugm-3,12.075,P ugm-3 (FIDAS),No data,,No data,,5.377,P ugm-3 (Ref.eq),No data,,No data,,273.5,N deg,2.6,N ms-1,2.3,N degC
01/04/2020,02:00:00,3.40139,P ugm-3,17.17553,P ugm-3,22.39091,P ugm-3,10.575,P ugm-3 (FIDAS),No data,,No data,,4.976,P ugm-3 (Ref.eq),No data,,No data,,271.4,N deg,2.5,N ms-1,1.6,N degC
01/04/2020,03:00:00,2.17311,P ugm-3,14.93854,P ugm-3,18.27059,P ugm-3,9.125,P ugm-3 (FIDAS),No data,,No data,,4.269,P ugm-3 (Ref.eq),No data,,No data,,283.2,N deg,2.7,N ms-1,1.7,N degC
01/04/2020,04:00:00,3.43288,P ugm-3,9.90436,P ugm-3,15.16804,P ugm-3,8.025,P ugm-3 (FIDAS),No data,,No data,,3.939,P ugm-3 (Ref.eq),No data,,No data,,289.7,N deg,3.1,N ms-1,2,N degC
01/04/2020,05:00:00,2.17311,P ugm-3,10.65406,P ugm-3,13.98611,P ugm-3,9,N ugm-3 (FIDAS),No data,,No data,,4.859,P ugm-3 (Ref.eq),No data,,No data,,283.6,N deg,2.9,N ms-1,1.8,N degC
01/04/2020,06:00:00,4.34622,P ugm-3,15.59548,P ugm-3,22.25959,P ugm-3,8.2,N ugm-3 (FIDAS),No data,,No data,,4.222,P ugm-3 (Ref.eq),No data,,No data,,277.8,N deg,3.3,N ms-1,2,N degC
01/04/2020,07:00:00,4.56668,P ugm-3,26.43649,P ugm-3,33.43863,P ugm-3,6.1,N ugm-3 (FIDAS),No data,,No data,,2.877,P ugm-3 (Ref.eq),No data,,No data,,273,N deg,3.7,N ms-1,3.3,N degC
01/04/2020,08:00:00,8.28301,P ugm-3,26.35234,P ugm-3,39.05277,P ugm-3,9.6,N ugm-3 (FIDAS),No data,,No data,,3.585,P ugm-3 (Ref.eq),No data,,No data,,275.3,N deg,4.3,N ms-1,5.5,N degC
01/04/2020,09:00:00,9.16485,P ugm-3,24.11376,P ugm-3,38.16633,P ugm-3,13.775,P ugm-3 (FIDAS),No data,,No data,,3.868,N ugm-3 (Ref.eq),No data,,No data,,281.2,N deg,5.5,N ms-1,6.9,N degC
01/04/2020,10:00:00,9.03887,P ugm-3,20.6134,P ugm-3,34.47281,P ugm-3,19.05,P ugm-3 (FIDAS),No data,,No data,,5.047,P ugm-3 (Ref.eq),No data,,No data,,288.7,N deg,6,N ms-1,8.1,N degC
01/04/2020,11:00:00,7.7791,P ugm-3,20.77214,P ugm-3,32.69993,P ugm-3,19.2,N ugm-3 (FIDAS),No data,,No data,,4.835,P ugm-3 (Ref.eq),No data,,No data,,290.3,N deg,6.2,N ms-1,8.6,N degC
01/04/2020,12:00:00,7.43266,P ugm-3,19.23497,P ugm-3,30.63156,P ugm-3,16.875,P ugm-3 (FIDAS),No data,,No data,,4.41,P ugm-3 (Ref.eq),No data,,No data,,291.6,N deg,6.1,N ms-1,9,N degC
01/04/2020,13:00:00,8.62945,P ugm-3,22.66934,P ugm-3,35.90097,P ugm-3,16.775,P ugm-3 (FIDAS),No data,,No data,,4.717,N ugm-3 (Ref.eq),No data,,No data,,297.9,N deg,6.8,N ms-1,9.4,N degC
01/04/2020,14:00:00,7.90508,P ugm-3,22.64735,P ugm-3,34.76829,P ugm-3,20.55,P ugm-3 (FIDAS),No data,,No data,,5.967,P ugm-3 (Ref.eq),No data,,No data,,303.9,N deg,7.5,N ms-1,9.9,N degC
01/04/2020,15:00:00,8.06255,P ugm-3,19.30334,P ugm-3,31.66574,P ugm-3,16.025,P ugm-3 (FIDAS),No data,,No data,,5.354,P ugm-3 (Ref.eq),No data,,No data,,302.6,N deg,7.3,N ms-1,9.9,N degC
01/04/2020,16:00:00,7.30668,P ugm-3,15.34064,P ugm-3,26.54407,P ugm-3,11.725,P ugm-3 (FIDAS),No data,,No data,,3.632,P ugm-3 (Ref.eq),No data,,No data,,296.5,N deg,6.6,N ms-1,9.3,N degC
01/04/2020,17:00:00,4.9761,P ugm-3,9.60649,P ugm-3,17.23641,P ugm-3,9.325,P ugm-3 (FIDAS),No data,,No data,,3.939,P ugm-3 (Ref.eq),No data,,No data,,295.4,N deg,6.2,N ms-1,8.5,N degC
01/04/2020,18:00:00,3.49587,P ugm-3,9.95552,P ugm-3,15.31578,P ugm-3,3.525,P ugm-3 (FIDAS),No data,,No data,,2.005,P ugm-3 (Ref.eq),No data,,No data,,294,N deg,5.3,N ms-1,7.4,N degC
01/04/2020,19:00:00,2.92897,P ugm-3,11.36647,P ugm-3,15.85749,P ugm-3,3.1,P ugm-3 (FIDAS),No data,,No data,,1.769,P ugm-3 (Ref.eq),No data,,No data,,285.4,N deg,5.1,N ms-1,6.2,N degC
01/04/2020,20:00:00,3.40139,P ugm-3,12.90746,P ugm-3,18.12285,P ugm-3,4.475,P ugm-3 (FIDAS),No data,,No data,,2.288,P ugm-3 (Ref.eq),No data,,No data,,285,N deg,4.7,N ms-1,5.6,N degC
01/04/2020,21:00:00,2.51955,P ugm-3,9.43341,P ugm-3,13.29666,P ugm-3,3.525,P ugm-3 (FIDAS),No data,,No data,,2.146,P ugm-3 (Ref.eq),No data,,No data,,279.5,N deg,4.3,N ms-1,5.3,N degC
01/04/2020,22:00:00,2.2046,P ugm-3,6.37054,P ugm-3,9.75088,P ugm-3,2.6,P ugm-3 (FIDAS),No data,,No data,,1.321,P ugm-3 (Ref.eq),No data,,No data,,266.8,N deg,4.2,N ms-1,4.9,N degC
01/04/2020,23:00:00,2.26759,P ugm-3,5.92923,P ugm-3,9.40615,P ugm-3,5.825,P ugm-3 (FIDAS),No data,,No data,,1.769,P ugm-3 (Ref.eq),No data,,No data,,265.1,N deg,4.7,N ms-1,5.8,N degC
01/04/2020,24:00:00,1.54322,P ugm-3,3.3464,P ugm-3,5.71264,P ugm-3,8.325,P ugm-3 (FIDAS),No data,,No data,,2.547,P ugm-3 (Ref.eq),No data,,No data,,262.2,N deg,4.8,N ms-1,5.4,N degC
02/04/2020,01:00:00,1.59571,P ugm-3,2.87194,P ugm-3,5.31866,P ugm-3,8.275,P ugm-3 (FIDAS),No data,,No data,,3.231,P ugm-3 (Ref.eq),No data,,No data,,255.3,N deg,4.4,N ms-1,4.2,N degC
02/04/2020,02:00:00,1.63771,P ugm-3,2.87321,P ugm-3,5.38432,P ugm-3,9.15,P ugm-3 (FIDAS),No data,,No data,,3.467,P ugm-3 (Ref.eq),No data,,No data,,264.6,N deg,4.8,N ms-1,4.7,N degC
02/04/2020,03:00:00,1.57472,P ugm-3,1.8207,P ugm-3,4.23523,P ugm-3,6.275,P ugm-3 (FIDAS),No data,,No data,,2.665,P ugm-3 (Ref.eq),No data,,No data,,265,N deg,5.4,N ms-1,5.1,N degC
02/04/2020,04:00:00,2.74001,P ugm-3,3.43198,P ugm-3,7.63327,P ugm-3,5.35,P ugm-3 (FIDAS),No data,,No data,,2.146,P ugm-3 (Ref.eq),No data,,No data,,274.6,N deg,6.6,N ms-1,5.8,N degC
02/04/2020,05:00:00,2.36207,P ugm-3,5.43963,P ugm-3,9.06143,P ugm-3,4.625,P ugm-3 (FIDAS),No data,,No data,,2.5,P ugm-3 (Ref.eq),No data,,No data,,279.2,N deg,7.4,N ms-1,6.3,N degC
02/04/2020,06:00:00,2.96047,P ugm-3,6.88596,P ugm-3,11.42528,P ugm-3,2.35,P ugm-3 (FIDAS),No data,,No data,,1.132,P ugm-3 (Ref.eq),No data,,No data,,273.8,N deg,7.1,N ms-1,6.6,N degC
02/04/2020,07:00:00,2.64552,P ugm-3,8.50154,P ugm-3,12.55795,P ugm-3,5.275,P ugm-3 (FIDAS),No data,,No data,,1.651,P ugm-3 (Ref.eq),No data,,No data,,280.5,N deg,7.5,N ms-1,6.7,N degC
02/04/2020,08:00:00,3.93679,P ugm-3,9.87041,P ugm-3,15.90674,P ugm-3,12.75,P ugm-3 (FIDAS),No data,,No data,,4.741,P ugm-3 (Ref.eq),No data,,No data,,289.9,N deg,8.6,N ms-1,7.5,N degC
02/04/2020,09:00:00,5.79496,P ugm-3,12.93089,P ugm-3,21.81637,P ugm-3,15.35,P ugm-3 (FIDAS),No data,,No data,,5.66,N ugm-3 (Ref.eq),No data,,No data,,291.3,N deg,9.3,N ms-1,7.7,N degC
02/04/2020,10:00:00,9.00738,P ugm-3,20.66169,P ugm-3,34.47281,P ugm-3,15.875,P ugm-3 (FIDAS),No data,,No data,,6.627,P ugm-3 (Ref.eq),No data,,No data,,293.4,N deg,9.6,N ms-1,8.3,N degC
02/04/2020,11:00:00,10.86554,P ugm-3,14.46376,P ugm-3,31.12403,P ugm-3,10.35,P ugm-3 (FIDAS),No data,,No data,,4.387,P ugm-3 (Ref.eq),No data,,No data,,298.5,N deg,10,N ms-1,8.7,N degC
02/04/2020,12:00:00,6.14139,P ugm-3,14.46806,P ugm-3,23.88473,P ugm-3,20.8,N ugm-3 (FIDAS),No data,,No data,,7.594,P ugm-3 (Ref.eq),No data,,No data,,301.1,N deg,10.2,N ms-1,8.6,N degC
02/04/2020,13:00:00,6.45634,P ugm-3,15.16708,P ugm-3,25.06666,P ugm-3,20.375,P ugm-3 (FIDAS),No data,,No data,,7.311,P ugm-3 (Ref.eq),No data,,No data,,305.3,N deg,10,N ms-1,8.5,N degC
02/04/2020,14:00:00,7.11772,P ugm-3,10.90268,P ugm-3,21.81637,P ugm-3,15.025,P ugm-3 (FIDAS),No data,,No data,,5.425,P ugm-3 (Ref.eq),No data,,No data,,311.2,N deg,9.1,N ms-1,7.5,N degC
02/04/2020,15:00:00,8.15703,P ugm-3,16.00667,P ugm-3,28.51394,P ugm-3,15,N ugm-3 (FIDAS),No data,,No data,,5.071,P ugm-3 (Ref.eq),No data,,No data,,309.7,N deg,9,N ms-1,7.4,N degC
02/04/2020,16:00:00,4.81863,P ugm-3,17.67819,P ugm-3,25.06666,P ugm-3,14.4,N ugm-3 (FIDAS),No data,,No data,,5,N ugm-3 (Ref.eq),No data,,No data,,309,N deg,8.4,N ms-1,6.7,N degC
02/04/2020,17:00:00,7.96806,P ugm-3,24.61913,P ugm-3,36.83666,P ugm-3,15.35,P ugm-3 (FIDAS),No data,,No data,,4.929,P ugm-3 (Ref.eq),No data,,No data,,311.4,N deg,7.2,N ms-1,5.8,N degC
02/04/2020,18:00:00,5.51151,P ugm-3,14.64593,P ugm-3,23.09678,P ugm-3,10.775,P ugm-3 (FIDAS),No data,,No data,,4.057,N ugm-3 (Ref.eq),No data,,No data,,312.2,N deg,5.3,N ms-1,4.5,N degC
02/04/2020,19:00:00,4.9761,P ugm-3,18.56942,P ugm-3,26.19934,P ugm-3,14.025,P ugm-3 (FIDAS),No data,,No data,,4.811,N ugm-3 (Ref.eq),No data,,No data,,308.5,N deg,3.6,N ms-1,3.1,N degC
02/04/2020,20:00:00,3.96829,P ugm-3,16.5197,P ugm-3,22.60432,P ugm-3,13.25,P ugm-3 (FIDAS),No data,,No data,,4.458,P ugm-3 (Ref.eq),No data,,No data,,294.1,N deg,2.9,N ms-1,2.3,N degC
02/04/2020,21:00:00,5.38553,P ugm-3,25.82114,P ugm-3,34.07884,P ugm-3,12.85,P ugm-3 (FIDAS),No data,,No data,,4.505,P ugm-3 (Ref.eq),No data,,No data,,288.8,N deg,3,N ms-1,1.7,N degC
02/04/2020,22:00:00,2.36207,P ugm-3,7.4095,P ugm-3,11.0313,P ugm-3,13.525,P ugm-3 (FIDAS),No data,,No data,,4.67,P ugm-3 (Ref.eq),No data,,No data,,291.4,N deg,2.7,N ms-1,1.3,N degC
02/04/2020,23:00:00,2.67702,P ugm-3,10.91559,P ugm-3,15.0203,P ugm-3,12.375,P ugm-3 (FIDAS),No data,,No data,,4.575,P ugm-3 (Ref.eq),No data,,No data,,277,N deg,2.3,N ms-1,0.6,N degC
02/04/2020,24:00:00,1.6692,P ugm-3,6.45278,P ugm-3,9.01218,P ugm-3,10.725,P ugm-3 (FIDAS),No data,,No data,,4.34,N ugm-3 (Ref.eq),No data,,No data,,255,N deg,2.3,N ms-1,0.1,N degC
03/04/2020,01:00:00,2.26759,P ugm-3,8.211,P ugm-3,11.68792,P ugm-3,19.8,N ugm-3 (FIDAS),No data,,No data,,5.684,P ugm-3 (Ref.eq),No data,,No data,,235.2,N deg,2.4,N ms-1,-0.9,N degC
03/04/2020,02:00:00,1.80568,P ugm-3,4.6512,P ugm-3,7.41986,P ugm-3,17.5,N ugm-3 (FIDAS),No data,,No data,,5.377,N ugm-3 (Ref.eq),No data,,No data,,252.8,N deg,2.5,N ms-1,-1,N degC
03/04/2020,03:00:00,1.73219,P ugm-3,4.43557,P ugm-3,7.09155,P ugm-3,4.55,P ugm-3 (FIDAS),No data,,No data,,1.887,P ugm-3 (Ref.eq),No data,,No data,,249.3,N deg,2.2,N ms-1,-1.4,N degC
03/04/2020,04:00:00,1.73219,P ugm-3,5.91297,P ugm-3,8.56896,P ugm-3,4.875,P ugm-3 (FIDAS),No data,,No data,,2.146,P ugm-3 (Ref.eq),No data,,No data,,249.9,N deg,2.2,N ms-1,-1.7,N degC
03/04/2020,05:00:00,4.40921,P ugm-3,14.46472,P ugm-3,21.2254,P ugm-3,10.35,P ugm-3 (FIDAS),No data,,No data,,3.915,P ugm-3 (Ref.eq),No data,,No data,,251,N deg,1.8,N ms-1,-0.5,N degC
03/04/2020,06:00:00,4.09426,P ugm-3,21.30047,P ugm-3,27.57825,P ugm-3,11.35,P ugm-3 (FIDAS),No data,,No data,,4.458,P ugm-3 (Ref.eq),No data,,No data,,233.5,N deg,1.9,N ms-1,-0.6,N degC
03/04/2020,07:00:00,4.34622,P ugm-3,28.44892,P ugm-3,35.11302,P ugm-3,9.875,P ugm-3 (FIDAS),No data,,No data,,4.316,P ugm-3 (Ref.eq),No data,,No data,,241.2,N deg,2.3,N ms-1,1.1,N degC
03/04/2020,08:00:00,5.10208,P ugm-3,22.21751,P ugm-3,30.04059,P ugm-3,10.05,P ugm-3 (FIDAS),No data,,No data,,4.269,P ugm-3 (Ref.eq),No data,,No data,,266.4,N deg,3.9,N ms-1,4.5,N degC
03/04/2020,09:00:00,5.5745,P ugm-3,16.27298,P ugm-3,24.82043,P ugm-3,14.65,P ugm-3 (FIDAS),No data,,No data,,4.08,P ugm-3 (Ref.eq),No data,,No data,,277.5,N deg,5.3,N ms-1,6.1,N degC
03/04/2020,10:00:00,5.66898,P ugm-3,12.63158,P ugm-3,21.3239,P ugm-3,15.425,P ugm-3 (FIDAS),No data,,No data,,4.269,P ugm-3 (Ref.eq),No data,,No data,,275.6,N deg,5.4,N ms-1,7.2,N degC
03/04/2020,11:00:00,7.71611,P ugm-3,10.82236,P ugm-3,22.65356,P ugm-3,12.625,P ugm-3 (FIDAS),No data,,No data,,3.632,P ugm-3 (Ref.eq),No data,,No data,,275.6,N deg,5.8,N ms-1,7.2,N degC
03/04/2020,12:00:00,5.5745,P ugm-3,10.85583,P ugm-3,19.40327,P ugm-3,10.8,N ugm-3 (FIDAS),No data,,No data,,3.113,P ugm-3 (Ref.eq),No data,,No data,,274.6,N deg,6,N ms-1,8,N degC
03/04/2020,13:00:00,4.85013,P ugm-3,9.11019,P ugm-3,16.54695,P ugm-3,7.6,N ugm-3 (FIDAS),No data,,No data,,2.453,P ugm-3 (Ref.eq),No data,,No data,,281.3,N deg,6.3,N ms-1,8.3,N degC
03/04/2020,14:00:00,5.48001,P ugm-3,12.03488,P ugm-3,20.43745,P ugm-3,5.7,N ugm-3 (FIDAS),No data,,No data,,2.052,P ugm-3 (Ref.eq),No data,,No data,,281.7,N deg,6.3,N ms-1,8.4,N degC
