Date,Time,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,Non-volatile PM10 (Hourly measured),Status,Volatile PM10 (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Non-volatile PM2.5 (Hourly measured),Status,Volatile PM2.5 (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status
01/02/2020,22:00:00,13.76834,P ugm-3,49.30423,P ugm-3,70.41538,P ugm-3,9.45,P ugm-3 (FIDAS),No data,,No data,,5.731,P ugm-3 (Ref.eq),No data,,No data,,194.9,N deg,0.1,N ms-1,3.3,N degC
01/02/2020,23:00:00,10.32625,P ugm-3,51.39025,P ugm-3,67.22361,P ugm-3,5.525,P ugm-3 (FIDAS),No data,,No data,,3.137,P ugm-3 (Ref.eq),No data,,No data,,270.4,N deg,1.2,N ms-1,2.1,N degC
01/02/2020,24:00:00,7.8403,P ugm-3,42.3858,P ugm-3,54.40742,P ugm-3,4.7,N ugm-3 (FIDAS),No data,,No data,,3.019,P ugm-3 (Ref.eq),No data,,No data,,194.8,N deg,1.5,N ms-1,1.9,N degC
02/02/2020,01:00:00,6.24856,P ugm-3,41.07588,P ugm-3,50.65688,P ugm-3,4.475,P ugm-3 (FIDAS),No data,,No data,,2.689,P ugm-3 (Ref.eq),No data,,No data,,200.6,N deg,1.8,N ms-1,0.1,N degC
02/02/2020,02:00:00,57.55479,P ugm-3,74.00984,P ugm-3,162.2593,P ugm-3,5.8,N ugm-3 (FIDAS),No data,,No data,,3.396,P ugm-3 (Ref.eq),No data,,No data,,182.1,N deg,1.3,N ms-1,-0.6,N degC
02/02/2020,03:00:00,21.20048,P ugm-3,60.18924,P ugm-3,92.69619,P ugm-3,6.75,P ugm-3 (FIDAS),No data,,No data,,4.08,P ugm-3 (Ref.eq),No data,,No data,,157.5,N deg,2,N ms-1,-1,N degC
02/02/2020,04:00:00,12.59277,P ugm-3,49.99233,P ugm-3,69.30097,P ugm-3,6.075,P ugm-3 (FIDAS),No data,,No data,,3.561,P ugm-3 (Ref.eq),No data,,No data,,111.7,N deg,1.9,N ms-1,-0.9,N degC
02/02/2020,05:00:00,2.7736,P ugm-3,31.52814,P ugm-3,35.78093,P ugm-3,4.9,N ugm-3 (FIDAS),No data,,No data,,2.972,P ugm-3 (Ref.eq),No data,,No data,,116.2,N deg,1.9,N ms-1,-0.6,N degC
02/02/2020,06:00:00,0.73325,P ugm-3,17.94575,P ugm-3,19.07005,P ugm-3,3.85,P ugm-3 (FIDAS),No data,,No data,,2.241,P ugm-3 (Ref.eq),No data,,No data,,99.1,N deg,2.1,N ms-1,-0.3,N degC
02/02/2020,07:00:00,1.02017,P ugm-3,12.88575,P ugm-3,14.44999,P ugm-3,4.375,P ugm-3 (FIDAS),No data,,No data,,1.816,P ugm-3 (Ref.eq),No data,,No data,,120.2,N deg,2.8,N ms-1,1,N degC
02/02/2020,08:00:00,2.00847,P ugm-3,23.51034,P ugm-3,26.58995,P ugm-3,5.325,P ugm-3 (FIDAS),No data,,No data,,2.099,P ugm-3 (Ref.eq),No data,,No data,,110.9,N deg,2.5,N ms-1,2,N degC
02/02/2020,09:00:00,5.48343,P ugm-3,34.89301,P ugm-3,43.30082,P ugm-3,6.275,P ugm-3 (FIDAS),No data,,No data,,3.467,P ugm-3 (Ref.eq),No data,,No data,,108,N deg,3,N ms-1,2.7,N degC
02/02/2020,10:00:00,6.12104,P ugm-3,39.22351,P ugm-3,48.60898,P ugm-3,6.275,P ugm-3 (FIDAS),No data,,No data,,4.104,P ugm-3 (Ref.eq),No data,,No data,,115.1,N deg,3.5,N ms-1,3.2,N degC
02/02/2020,11:00:00,6.37609,P ugm-3,32.59045,P ugm-3,42.36698,P ugm-3,5.4,N ugm-3 (FIDAS),No data,,No data,,3.491,P ugm-3 (Ref.eq),No data,,No data,,122.8,N deg,3.1,N ms-1,3.6,N degC
02/02/2020,12:00:00,3.21992,P ugm-3,20.08001,P ugm-3,25.01716,P ugm-3,2.625,P ugm-3 (FIDAS),No data,,No data,,1.745,P ugm-3 (Ref.eq),No data,,No data,,137.2,N deg,3.2,N ms-1,3.9,N degC
02/02/2020,13:00:00,3.15616,P ugm-3,19.68628,P ugm-3,24.52566,P ugm-3,2.475,P ugm-3 (FIDAS),No data,,No data,,1.604,P ugm-3 (Ref.eq),No data,,No data,,158.1,N deg,2.3,N ms-1,4.7,N degC
02/02/2020,14:00:00,7.55566,P ugm-3,35.79505,P ugm-3,47.38024,P ugm-3,3.075,P ugm-3 (FIDAS),No data,,No data,,1.792,P ugm-3 (Ref.eq),No data,,No data,,237.9,N deg,3.6,N ms-1,6,N degC
02/02/2020,15:00:00,8.32079,P ugm-3,27.64262,P ugm-3,40.40099,P ugm-3,10.725,P ugm-3 (FIDAS),No data,,No data,,5.849,N ugm-3 (Ref.eq),No data,,No data,,243.1,N deg,5.1,N ms-1,6.7,N degC
02/02/2020,16:00:00,8.22515,P ugm-3,27.05203,P ugm-3,39.66375,P ugm-3,11.975,P ugm-3 (FIDAS),No data,,No data,,6.958,P ugm-3 (Ref.eq),No data,,No data,,235.1,N deg,4.7,N ms-1,6.3,N degC
02/02/2020,17:00:00,14.665,P ugm-3,37.77143,P ugm-3,60.25744,P ugm-3,18.35,P ugm-3 (FIDAS),No data,,No data,,10.613,P ugm-3 (Ref.eq),No data,,No data,,233.4,N deg,5,N ms-1,6.2,N degC
02/02/2020,18:00:00,9.46849,P ugm-3,37.97366,P ugm-3,52.4918,P ugm-3,12.425,P ugm-3 (FIDAS),No data,,No data,,7.901,P ugm-3 (Ref.eq),No data,,No data,,232.5,N deg,5.2,N ms-1,6.5,N degC
02/02/2020,19:00:00,4.46326,P ugm-3,29.33056,P ugm-3,36.17412,P ugm-3,11.425,P ugm-3 (FIDAS),No data,,No data,,7.217,P ugm-3 (Ref.eq),No data,,No data,,228,N deg,5.6,N ms-1,6.9,N degC
02/02/2020,20:00:00,3.82565,P ugm-3,22.24767,P ugm-3,28.11359,P ugm-3,9.45,P ugm-3 (FIDAS),No data,,No data,,6.203,P ugm-3 (Ref.eq),No data,,No data,,233.5,N deg,6.3,N ms-1,6.7,N degC
02/02/2020,21:00:00,3.73001,P ugm-3,23.91796,P ugm-3,29.63723,P ugm-3,10.75,P ugm-3 (FIDAS),No data,,No data,,6.745,P ugm-3 (Ref.eq),No data,,No data,,236.4,N deg,7,N ms-1,6.9,N degC
02/02/2020,22:00:00,2.58231,P ugm-3,13.39033,P ugm-3,17.34982,P ugm-3,14.725,P ugm-3 (FIDAS),No data,,No data,,8.679,N ugm-3 (Ref.eq),No data,,No data,,234.6,N deg,7,N ms-1,7,N degC
02/02/2020,23:00:00,2.32727,P ugm-3,11.07816,P ugm-3,14.64659,P ugm-3,17.3,N ugm-3 (FIDAS),No data,,No data,,9.976,P ugm-3 (Ref.eq),No data,,No data,,245.9,N deg,7.7,N ms-1,7.2,N degC
02/02/2020,24:00:00,2.16787,P ugm-3,9.01254,P ugm-3,12.33656,P ugm-3,10.875,P ugm-3 (FIDAS),No data,,No data,,6.91,P ugm-3 (Ref.eq),No data,,No data,,255,N deg,8.6,N ms-1,7.5,N degC
03/02/2020,01:00:00,1.82834,P ugm-3,6.05169,P ugm-3,8.85511,P ugm-3,6.45,P ugm-3 (FIDAS),No data,,No data,,4.363,P ugm-3 (Ref.eq),No data,,No data,,248.3,N deg,7.1,N ms-1,7.1,N degC
03/02/2020,02:00:00,2.04094,P ugm-3,5.79131,P ugm-3,8.92071,P ugm-3,12.325,P ugm-3 (FIDAS),No data,,No data,,5.613,P ugm-3 (Ref.eq),No data,,No data,,260.6,N deg,7.6,N ms-1,7.2,N degC
03/02/2020,03:00:00,1.72204,P ugm-3,2.13149,P ugm-3,4.77192,P ugm-3,13.7,N ugm-3 (FIDAS),No data,,No data,,6.486,P ugm-3 (Ref.eq),No data,,No data,,261.9,N deg,7.6,N ms-1,6.5,N degC
03/02/2020,04:00:00,1.8496,P ugm-3,2.77222,P ugm-3,5.60824,P ugm-3,19.65,P ugm-3 (FIDAS),No data,,No data,,8.797,P ugm-3 (Ref.eq),No data,,No data,,264.9,N deg,8.4,N ms-1,6,N degC
03/02/2020,05:00:00,2.23228,P ugm-3,3.31695,P ugm-3,6.73973,P ugm-3,14.425,P ugm-3 (FIDAS),No data,,No data,,6.462,P ugm-3 (Ref.eq),No data,,No data,,260.5,N deg,8.9,N ms-1,5.8,N degC
03/02/2020,06:00:00,5.54881,P ugm-3,3.54474,P ugm-3,12.0528,P ugm-3,18.2,N ugm-3 (FIDAS),No data,,No data,,7.288,P ugm-3 (Ref.eq),No data,,No data,,258.3,N deg,9.9,N ms-1,5.4,N degC
03/02/2020,07:00:00,8.16376,P ugm-3,17.04865,P ugm-3,29.56624,P ugm-3,16.675,P ugm-3 (FIDAS),No data,,No data,,7.123,P ugm-3 (Ref.eq),No data,,No data,,259.7,N deg,9,N ms-1,5,N degC
03/02/2020,08:00:00,11.19329,P ugm-3,29.72011,P ugm-3,46.88291,P ugm-3,14.825,P ugm-3 (FIDAS),No data,,No data,,6.109,P ugm-3 (Ref.eq),No data,,No data,,261.2,N deg,8.7,N ms-1,4.8,N degC
03/02/2020,09:00:00,10.45982,P ugm-3,30.35279,P ugm-3,46.39096,P ugm-3,21.15,P ugm-3 (FIDAS),No data,,No data,,8.797,P ugm-3 (Ref.eq),No data,,No data,,265.8,N deg,8.8,N ms-1,5.2,N degC
03/02/2020,10:00:00,13.48934,P ugm-3,30.47951,P ugm-3,51.16288,P ugm-3,14.7,N ugm-3 (FIDAS),No data,,No data,,6.038,N ugm-3 (Ref.eq),No data,,No data,,263,N deg,8.4,N ms-1,5,N degC
03/02/2020,11:00:00,15.72162,P ugm-3,37.63367,P ugm-3,61.73982,P ugm-3,20.1,N ugm-3 (FIDAS),No data,,No data,,8.939,P ugm-3 (Ref.eq),No data,,No data,,265.8,N deg,8.3,N ms-1,5.4,N degC
03/02/2020,12:00:00,16.93343,P ugm-3,34.59491,P ugm-3,60.55914,P ugm-3,20.325,P ugm-3 (FIDAS),No data,,No data,,8.844,P ugm-3 (Ref.eq),No data,,No data,,266,N deg,8.4,N ms-1,5.4,N degC
03/02/2020,13:00:00,13.48934,P ugm-3,31.51261,P ugm-3,52.19598,P ugm-3,17.175,P ugm-3 (FIDAS),No data,,No data,,7.665,P ugm-3 (Ref.eq),No data,,No data,,271.5,N deg,9,N ms-1,5.6,N degC
03/02/2020,14:00:00,14.8606,P ugm-3,33.00128,P ugm-3,55.78722,P ugm-3,14.55,P ugm-3 (FIDAS),No data,,No data,,7.076,N ugm-3 (Ref.eq),No data,,No data,,275.6,N deg,8.3,N ms-1,5.1,N degC
03/02/2020,15:00:00,13.58501,P ugm-3,31.85787,P ugm-3,52.68793,P ugm-3,11.15,P ugm-3 (FIDAS),No data,,No data,,5.66,N ugm-3 (Ref.eq),No data,,No data,,274.5,N deg,8.1,N ms-1,4.8,N degC
03/02/2020,16:00:00,10.04526,P ugm-3,30.4965,P ugm-3,45.89901,P ugm-3,11.15,P ugm-3 (FIDAS),No data,,No data,,5.401,P ugm-3 (Ref.eq),No data,,No data,,268.3,N deg,8.8,N ms-1,4.1,N degC
03/02/2020,17:00:00,13.77635,P ugm-3,33.58148,P ugm-3,54.70493,P ugm-3,10.425,P ugm-3 (FIDAS),No data,,No data,,4.929,P ugm-3 (Ref.eq),No data,,No data,,272.6,N deg,7.3,N ms-1,4.2,N degC
03/02/2020,18:00:00,16.1043,P ugm-3,39.85103,P ugm-3,64.54394,P ugm-3,11.85,P ugm-3 (FIDAS),No data,,No data,,6.297,P ugm-3 (Ref.eq),No data,,No data,,268.7,N deg,8,N ms-1,4.1,N degC
03/02/2020,19:00:00,13.36179,P ugm-3,35.74219,P ugm-3,56.22997,P ugm-3,7.625,P ugm-3 (FIDAS),No data,,No data,,4.458,P ugm-3 (Ref.eq),No data,,No data,,262.4,N deg,7.7,N ms-1,3.9,N degC
03/02/2020,20:00:00,6.85629,P ugm-3,22.98902,P ugm-3,33.50185,P ugm-3,8.45,P ugm-3 (FIDAS),No data,,No data,,4.151,N ugm-3 (Ref.eq),No data,,No data,,285.7,N deg,8.9,N ms-1,3.9,N degC
03/02/2020,21:00:00,5.74015,P ugm-3,16.97679,P ugm-3,25.77822,P ugm-3,9.2,N ugm-3 (FIDAS),No data,,No data,,4.363,P ugm-3 (Ref.eq),No data,,No data,,289.2,N deg,8.9,N ms-1,3.3,N degC
03/02/2020,22:00:00,8.64211,P ugm-3,21.82504,P ugm-3,35.07609,P ugm-3,6.625,P ugm-3 (FIDAS),No data,,No data,,3.325,P ugm-3 (Ref.eq),No data,,No data,,281.2,N deg,8.8,N ms-1,3.2,N degC
03/02/2020,23:00:00,6.44172,P ugm-3,24.01824,P ugm-3,33.89541,P ugm-3,8.8,N ugm-3 (FIDAS),No data,,No data,,4.009,P ugm-3 (Ref.eq),No data,,No data,,282.7,N deg,7.9,N ms-1,3.9,N degC
03/02/2020,24:00:00,3.76298,P ugm-3,16.81071,P ugm-3,22.58054,P ugm-3,6.3,N ugm-3 (FIDAS),No data,,No data,,2.948,P ugm-3 (Ref.eq),No data,,No data,,288.7,N deg,9.4,N ms-1,4.1,N degC
04/02/2020,01:00:00,2.84964,P ugm-3,11.38758,P ugm-3,15.75697,P ugm-3,7.05,P ugm-3 (FIDAS),No data,,No data,,3.16,P ugm-3 (Ref.eq),No data,,No data,,291.2,N deg,8.5,N ms-1,4,N degC
04/02/2020,02:00:00,2.29673,P ugm-3,8.36178,P ugm-3,11.88338,P ugm-3,5.675,P ugm-3 (FIDAS),No data,,No data,,2.901,P ugm-3 (Ref.eq),No data,,No data,,292.5,N deg,8.6,N ms-1,4.2,N degC
04/02/2020,03:00:00,2.52002,P ugm-3,10.76046,P ugm-3,14.62444,P ugm-3,15.2,N ugm-3 (FIDAS),No data,,No data,,5.613,P ugm-3 (Ref.eq),No data,,No data,,291.2,N deg,9.4,N ms-1,4.4,N degC
04/02/2020,04:00:00,2.83901,P ugm-3,8.49869,P ugm-3,12.85178,P ugm-3,21.75,P ugm-3 (FIDAS),No data,,No data,,8.821,P ugm-3 (Ref.eq),No data,,No data,,300.9,N deg,10.4,N ms-1,4.4,N degC
04/02/2020,05:00:00,5.45473,P ugm-3,18.17685,P ugm-3,26.54065,P ugm-3,10.725,P ugm-3 (FIDAS),No data,,No data,,5.59,P ugm-3 (Ref.eq),No data,,No data,,300.3,N deg,9.7,N ms-1,4.5,N degC
04/02/2020,06:00:00,11.61123,P ugm-3,30.94449,P ugm-3,48.74812,P ugm-3,6.35,P ugm-3 (FIDAS),No data,,No data,,3.137,P ugm-3 (Ref.eq),No data,,No data,,306.1,N deg,7.6,N ms-1,5.7,N degC
04/02/2020,07:00:00,20.03256,P ugm-3,57.81831,P ugm-3,88.53447,P ugm-3,2.575,P ugm-3 (FIDAS),No data,,No data,,1.415,P ugm-3 (Ref.eq),No data,,No data,,303.9,N deg,6.2,N ms-1,6.1,N degC
04/02/2020,08:00:00,37.16231,P ugm-3,73.11207,P ugm-3,130.09348,P ugm-3,4.7,N ugm-3 (FIDAS),No data,,No data,,2.359,P ugm-3 (Ref.eq),No data,,No data,,292.5,N deg,4.4,N ms-1,5.9,N degC
04/02/2020,09:00:00,42.90413,P ugm-3,82.33011,P ugm-3,148.11551,P ugm-3,8.275,P ugm-3 (FIDAS),No data,,No data,,3.208,P ugm-3 (Ref.eq),No data,,No data,,294.4,N deg,4.1,N ms-1,5.6,N degC
04/02/2020,10:00:00,59.2045,P ugm-3,86.83162,P ugm-3,177.61059,P ugm-3,7.45,P ugm-3 (FIDAS),No data,,No data,,3.019,P ugm-3 (Ref.eq),No data,,No data,,312.4,N deg,3.9,N ms-1,6.5,N degC
04/02/2020,11:00:00,42.13855,P ugm-3,80.30334,P ugm-3,144.91488,P ugm-3,9.35,P ugm-3 (FIDAS),No data,,No data,,3.042,P ugm-3 (Ref.eq),No data,,No data,,330.1,N deg,4.5,N ms-1,7.4,N degC
04/02/2020,12:00:00,34.89748,P ugm-3,60.92627,P ugm-3,114.43499,P ugm-3,9.325,P ugm-3 (FIDAS),No data,,No data,,2.925,P ugm-3 (Ref.eq),No data,,No data,,322.5,N deg,4.2,N ms-1,8,N degC
04/02/2020,13:00:00,36.17344,P ugm-3,57.29565,P ugm-3,112.76081,P ugm-3,15.85,P ugm-3 (FIDAS),No data,,No data,,3.632,P ugm-3 (Ref.eq),No data,,No data,,328.4,N deg,5.6,N ms-1,8.1,N degC
04/02/2020,14:00:00,24.68981,P ugm-3,44.62071,P ugm-3,82.47789,P ugm-3,17.175,P ugm-3 (FIDAS),No data,,No data,,3.632,P ugm-3 (Ref.eq),No data,,No data,,326.1,N deg,5.1,N ms-1,8,N degC
04/02/2020,15:00:00,31.3248,P ugm-3,54.83278,P ugm-3,102.86347,P ugm-3,25.225,P ugm-3 (FIDAS),No data,,No data,,5.142,P ugm-3 (Ref.eq),No data,,No data,,312.4,N deg,3.8,N ms-1,7.7,N degC
04/02/2020,16:00:00,27.01843,P ugm-3,44.74324,P ugm-3,86.17093,P ugm-3,24.225,P ugm-3 (FIDAS),No data,,No data,,4.505,P ugm-3 (Ref.eq),No data,,No data,,307.3,N deg,3.8,N ms-1,6.6,N degC
04/02/2020,17:00:00,35.82255,P ugm-3,71.62101,P ugm-3,126.54816,P ugm-3,21.35,P ugm-3 (FIDAS),No data,,No data,,4.292,P ugm-3 (Ref.eq),No data,,No data,,303.2,N deg,3.2,N ms-1,5.2,N degC
04/02/2020,18:00:00,46.7639,P ugm-3,75.57478,P ugm-3,147.27842,P ugm-3,13.5,N ugm-3 (FIDAS),No data,,No data,,3.42,P ugm-3 (Ref.eq),No data,,No data,,305.9,N deg,2.9,N ms-1,4.3,N degC
04/02/2020,19:00:00,36.52433,P ugm-3,69.8556,P ugm-3,125.8588,P ugm-3,19.35,P ugm-3 (FIDAS),No data,,No data,,6.226,N ugm-3 (Ref.eq),No data,,No data,,291.3,N deg,2.1,N ms-1,3.3,N degC
04/02/2020,20:00:00,18.21432,P ugm-3,64.93941,P ugm-3,92.86764,P ugm-3,18.825,P ugm-3 (FIDAS),No data,,No data,,7.476,P ugm-3 (Ref.eq),No data,,No data,,256.6,N deg,2.2,N ms-1,2.2,N degC
04/02/2020,21:00:00,12.24921,P ugm-3,54.68501,P ugm-3,73.46687,P ugm-3,17.875,P ugm-3 (FIDAS),No data,,No data,,6.816,P ugm-3 (Ref.eq),No data,,No data,,249.3,N deg,2.5,N ms-1,1.5,N degC
04/02/2020,22:00:00,9.53779,P ugm-3,52.88435,P ugm-3,67.50877,P ugm-3,13.8,N ugm-3 (FIDAS),No data,,No data,,6.274,P ugm-3 (Ref.eq),No data,,No data,,249.4,N deg,1.9,N ms-1,0.7,N degC
04/02/2020,23:00:00,6.50739,P ugm-3,49.70166,P ugm-3,59.67952,P ugm-3,14.55,P ugm-3 (FIDAS),No data,,No data,,6.085,P ugm-3 (Ref.eq),No data,,No data,,235.1,N deg,1.8,N ms-1,1.1,N degC
04/02/2020,24:00:00,5.93321,P ugm-3,33.69256,P ugm-3,42.79002,P ugm-3,16.7,N ugm-3 (FIDAS),No data,,No data,,6.863,P ugm-3 (Ref.eq),No data,,No data,,217.2,N deg,1.9,N ms-1,1.2,N degC
05/02/2020,01:00:00,2.80793,P ugm-3,26.64617,P ugm-3,30.9516,P ugm-3,17.55,P ugm-3 (FIDAS),No data,,No data,,7.571,P ugm-3 (Ref.eq),No data,,No data,,242.2,N deg,2.5,N ms-1,1.2,N degC
05/02/2020,02:00:00,1.31888,P ugm-3,15.45785,P ugm-3,17.48009,P ugm-3,16.025,P ugm-3 (FIDAS),No data,,No data,,7.665,P ugm-3 (Ref.eq),No data,,No data,,243.2,N deg,2.3,N ms-1,1.2,N degC
05/02/2020,03:00:00,5.26486,P ugm-3,21.25248,P ugm-3,29.32516,P ugm-3,19.825,P ugm-3 (FIDAS),No data,,No data,,9.434,N ugm-3 (Ref.eq),No data,,No data,,231.1,N deg,2.6,N ms-1,1.9,N degC
05/02/2020,04:00:00,1.72305,P ugm-3,14.7067,P ugm-3,17.34867,P ugm-3,18.275,P ugm-3 (FIDAS),No data,,No data,,8.868,N ugm-3 (Ref.eq),No data,,No data,,233.3,N deg,3,N ms-1,3,N degC
05/02/2020,05:00:00,3.95662,P ugm-3,17.19625,P ugm-3,23.26298,P ugm-3,15.325,P ugm-3 (FIDAS),No data,,No data,,6.981,N ugm-3 (Ref.eq),No data,,No data,,250.1,N deg,3.5,N ms-1,3.5,N degC
05/02/2020,06:00:00,11.10407,P ugm-3,43.59575,P ugm-3,60.62176,P ugm-3,15.9,N ugm-3 (FIDAS),No data,,No data,,7.17,N ugm-3 (Ref.eq),No data,,No data,,252.1,N deg,3.3,N ms-1,3.6,N degC
05/02/2020,07:00:00,21.56998,P ugm-3,50.26909,P ugm-3,83.3426,P ugm-3,18.675,P ugm-3 (FIDAS),No data,,No data,,8.538,P ugm-3 (Ref.eq),No data,,No data,,244.7,N deg,3.3,N ms-1,3.7,N degC
05/02/2020,08:00:00,26.10095,P ugm-3,55.19962,P ugm-3,95.22052,P ugm-3,14.725,P ugm-3 (FIDAS),No data,,No data,,7.052,P ugm-3 (Ref.eq),No data,,No data,,238,N deg,3.4,N ms-1,3.9,N degC
05/02/2020,09:00:00,30.47238,P ugm-3,64.02193,P ugm-3,110.7456,P ugm-3,14.15,P ugm-3 (FIDAS),No data,,No data,,7.123,P ugm-3 (Ref.eq),No data,,No data,,232.3,N deg,3.4,N ms-1,4.1,N degC
05/02/2020,10:00:00,40.42776,P ugm-3,61.42373,P ugm-3,123.4121,P ugm-3,17.025,P ugm-3 (FIDAS),No data,,No data,,8.326,P ugm-3 (Ref.eq),No data,,No data,,224.7,N deg,3.3,N ms-1,4.5,N degC
05/02/2020,11:00:00,26.96248,P ugm-3,55.94864,P ugm-3,97.29053,P ugm-3,21.75,P ugm-3 (FIDAS),No data,,No data,,7.689,P ugm-3 (Ref.eq),No data,,No data,,228.7,N deg,3.9,N ms-1,4.7,N degC
05/02/2020,12:00:00,14.93306,P ugm-3,40.87902,P ugm-3,63.77606,P ugm-3,17.95,P ugm-3 (FIDAS),No data,,No data,,5.354,P ugm-3 (Ref.eq),No data,,No data,,231.5,N deg,4.4,N ms-1,4.7,N degC
05/02/2020,13:00:00,20.26174,P ugm-3,39.16495,P ugm-3,70.23253,P ugm-3,23.075,P ugm-3 (FIDAS),No data,,No data,,6.109,P ugm-3 (Ref.eq),No data,,No data,,229.3,N deg,4.1,N ms-1,4.5,N degC
05/02/2020,14:00:00,17.23046,P ugm-3,39.62355,P ugm-3,66.04322,P ugm-3,18.675,P ugm-3 (FIDAS),No data,,No data,,5.802,P ugm-3 (Ref.eq),No data,,No data,,237.7,N deg,4.8,N ms-1,5,N degC
05/02/2020,15:00:00,16.52848,P ugm-3,40.50276,P ugm-3,65.84607,P ugm-3,22.825,P ugm-3 (FIDAS),No data,,No data,,6.958,P ugm-3 (Ref.eq),No data,,No data,,239.6,N deg,4.4,N ms-1,4.6,N degC
05/02/2020,16:00:00,14.93306,P ugm-3,35.85185,P ugm-3,58.74889,P ugm-3,20.35,P ugm-3 (FIDAS),No data,,No data,,6.061,P ugm-3 (Ref.eq),No data,,No data,,225.1,N deg,3.1,N ms-1,4,N degC
05/02/2020,17:00:00,14.16727,P ugm-3,38.65249,P ugm-3,60.37533,P ugm-3,20.225,P ugm-3 (FIDAS),No data,,No data,,6.816,P ugm-3 (Ref.eq),No data,,No data,,226.8,N deg,4.3,N ms-1,4.1,N degC
05/02/2020,18:00:00,16.17749,P ugm-3,45.37811,P ugm-3,70.18324,P ugm-3,15.975,P ugm-3 (FIDAS),No data,,No data,,7.146,P ugm-3 (Ref.eq),No data,,No data,,223.5,N deg,4.1,N ms-1,3.7,N degC
05/02/2020,19:00:00,13.94391,P ugm-3,47.27501,P ugm-3,68.65537,P ugm-3,16.4,N ugm-3 (FIDAS),No data,,No data,,7.571,P ugm-3 (Ref.eq),No data,,No data,,224.8,N deg,3.8,N ms-1,3,N degC
05/02/2020,20:00:00,14.07154,P ugm-3,44.41787,P ugm-3,65.99393,P ugm-3,16.625,P ugm-3 (FIDAS),No data,,No data,,7.712,P ugm-3 (Ref.eq),No data,,No data,,223.2,N deg,3.3,N ms-1,2.6,N degC
05/02/2020,21:00:00,12.31659,P ugm-3,36.66013,P ugm-3,55.5453,P ugm-3,17.25,P ugm-3 (FIDAS),No data,,No data,,8.679,N ugm-3 (Ref.eq),No data,,No data,,224.5,N deg,3.1,N ms-1,2.3,N degC
05/02/2020,22:00:00,7.68989,P ugm-3,30.44709,P ugm-3,42.23809,P ugm-3,18.1,N ugm-3 (FIDAS),No data,,No data,,8.538,P ugm-3 (Ref.eq),No data,,No data,,235.1,N deg,3.7,N ms-1,2.5,N degC
05/02/2020,23:00:00,10.27446,P ugm-3,32.64489,P ugm-3,48.39883,P ugm-3,16.825,P ugm-3 (FIDAS),No data,,No data,,8.514,P ugm-3 (Ref.eq),No data,,No data,,235,N deg,3.9,N ms-1,3.7,N degC
05/02/2020,24:00:00,11.9975,P ugm-3,32.61507,P ugm-3,51.01099,P ugm-3,17.675,P ugm-3 (FIDAS),No data,,No data,,9.576,P ugm-3 (Ref.eq),No data,,No data,,231.1,N deg,3.9,N ms-1,4.1,N degC
06/02/2020,01:00:00,4.7238,P ugm-3,25.38147,P ugm-3,32.62452,P ugm-3,15.7,N ugm-3 (FIDAS),No data,,No data,,8.986,P ugm-3 (Ref.eq),No data,,No data,,197.4,N deg,2.2,N ms-1,1.6,N degC
06/02/2020,02:00:00,1.82994,P ugm-3,14.75613,P ugm-3,17.56199,P ugm-3,16.325,P ugm-3 (FIDAS),No data,,No data,,10.118,P ugm-3 (Ref.eq),No data,,No data,,213.3,N deg,2.1,N ms-1,1.6,N degC
06/02/2020,03:00:00,2.84066,P ugm-3,16.80757,P ugm-3,21.16319,P ugm-3,17.975,P ugm-3 (FIDAS),No data,,No data,,11.109,P ugm-3 (Ref.eq),No data,,No data,,218.6,N deg,2.5,N ms-1,2.6,N degC
06/02/2020,04:00:00,3.22367,P ugm-3,16.17096,P ugm-3,21.11386,P ugm-3,14.2,N ugm-3 (FIDAS),No data,,No data,,9.151,N ugm-3 (Ref.eq),No data,,No data,,221.3,N deg,2.8,N ms-1,3,N degC
06/02/2020,05:00:00,3.92586,P ugm-3,11.78909,P ugm-3,17.80865,P ugm-3,13.825,P ugm-3 (FIDAS),No data,,No data,,8.585,N ugm-3 (Ref.eq),No data,,No data,,224.7,N deg,2.9,N ms-1,3.3,N degC
06/02/2020,06:00:00,10.0221,P ugm-3,22.96351,P ugm-3,38.33052,P ugm-3,17.275,P ugm-3 (FIDAS),No data,,No data,,10.991,P ugm-3 (Ref.eq),No data,,No data,,237.6,N deg,3.5,N ms-1,3.4,N degC
06/02/2020,07:00:00,16.27794,P ugm-3,40.15833,P ugm-3,65.11749,P ugm-3,19.8,N ugm-3 (FIDAS),No data,,No data,,11.91,P ugm-3 (Ref.eq),No data,,No data,,236,N deg,3.5,N ms-1,3.3,N degC
06/02/2020,08:00:00,31.94945,P ugm-3,63.68453,P ugm-3,112.673,P ugm-3,22.575,P ugm-3 (FIDAS),No data,,No data,,11.84,P ugm-3 (Ref.eq),No data,,No data,,234.1,N deg,3.5,N ms-1,3,N degC
06/02/2020,09:00:00,No data,N ugm-3,No data,N ugm-3,No data,N ugm-3,21.7,N ugm-3 (FIDAS),No data,,No data,,9.953,P ugm-3 (Ref.eq),No data,,No data,,235.8,N deg,3.4,N ms-1,2.8,N degC
